,registration number,name,established date,country,number of employs,purpose,phone number,email
1214,3f2ab04f-6fb3-41cc-835d-faeec761a464,Star Choice Communications Inc.,1990-05-05,Canada,29,,408-537-5680,enquiries@starchoicecommunicationsinc.org
1215,9d5c014a-5a8b-4731-82a3-ebaeefebeeff,Thrush Industries Inc.,1963-05-13,Canada,43,,244-021-2291,info@thrushindustriesinc.org
1216,f77af6fa-97f1-4c5d-9d25-7bf09c9769af,Corus Entertainment Inc.,1996-10-10,Canada,28,,977-702-3161,reach@corusentertainmentinc.org
1217,5237d061-68e7-4e8f-893e-0bd8fe4516f6,O&Y Properties Corp.,1994-02-27,Canada,33,,579-218-7690,headquarters@oypropertiescorp.org
1218,82bea091-bdab-45fc-acda-d0ed149f2e10,Sideware Systems Inc.,1987-05-29,Canada,20,,422-101-1352,info@sidewaresystemsinc.org
1219,918b6fe7-72b7-4bc5-80f7-f3773f4d9ea8,Peaksoft Multinet Corp.,1977-11-15,Canada,49,,528-646-0216,headquarters@peaksoftmultinetcorp.org
1220,6b4f15d0-b7f3-467b-8a94-4132145d9457,UTi Worldwide Inc.,1979-01-13,British Virgin Islands,29,,756-282-5552,enquiries@utiworldwideinc.org
1221,34b93f61-bce3-456c-9ab8-14ac44f51b51,Corimon C.A.,1971-01-26,Venezuela,47,,642-070-9138,sales@corimonca.org
1222,629caa37-3ea3-4e52-8cc4-6321db9e111c,"Copamex Industries, S.A. de C.V.",1980-02-19,Mexico,28,,258-151-9801,contact@copamexindustriessadecv.org
1223,d363c25a-4df0-4bcf-ac7f-2ea7282f13b1,"Goldcorp, Inc.",1993-07-10,Canada,29,,673-082-7462,info@goldcorpinc.org
1224,886ea60f-120a-456e-9210-95fe215c753c,Petromin Resources Ltd.,1984-10-18,Canada,34,,735-804-8351,contact@petrominresourcesltd.org
1225,7eb91353-c52e-47c6-9443-5fbdb8ab716d,Venture Pacific Development Corp.,1994-10-24,Canada,11,,729-020-7129,info@venturepacificdevelopmentcorp.org
1226,e2e0583a-ee39-4ada-aee2-ed9cc0428370,Gentia Software plc,1991-01-03,United Kingdom,8,,120-736-3267,hr@gentiasoftwareplc.org
1227,94ac5c27-f420-4979-ae67-5cb80f6f6ee9,Telebras S.A.,1960-08-17,Brazil,49,,430-548-7108,marketing@telebrassa.org
1228,da86cfa9-95b8-46eb-9a4b-e4bf3b086b97,Almaden Resource Corp.,1975-08-20,Canada,28,,658-127-7017,headquarters@almadenresourcecorp.org
1229,8b073e17-d512-4e48-9325-f28695ab2171,World Gaming plc,1982-05-12,United Kingdom,7,,695-818-3816,sales@worldgamingplc.org
1230,f65c59ad-4600-4140-b11b-3469149d0d83,Peruvian Gold Ltd.,1976-08-25,Canada,11,,555-111-3139,info@peruviangoldltd.org
1231,b8cf10bb-7d2a-4144-af9f-5c784a4589cb,Bradner Ventures Ltd.,1995-04-20,Canada,18,,539-308-4898,enquiries@bradnerventuresltd.org
1232,f5829a8e-6d2d-46cd-9b4e-a5bd00decc5c,Dialog Semiconductor plc,1992-04-14,United Kingdom,12,,832-307-6298,reach@dialogsemiconductorplc.org
1233,6786019e-72e6-4c72-8f53-7d3a06fa48b0,Grupo Tribasa S.A. de C.V.,1989-07-21,Mexico,32,,858-802-3685,marketing@grupotribasasadecv.org
1234,7a880236-96d5-41f3-a5dd-9b27903db6f0,Telefonaktiebolaget L M Ericsson,1986-05-26,Sweden,30,,838-383-2806,hr@telefonaktiebolagetlmericsson.org
1235,2a3c460f-98ef-4a54-a8ef-85f35a838a72,Grupo Televisa S.A.,1983-06-11,Mexico,49,,864-485-7174,headquarters@grupotelevisasa.org
1236,c85d855c-d916-4c89-b981-015899b19d0e,"Grupo TMM, S.A. de C.V.",1967-03-06,Mexico,28,,170-148-7483,headquarters@grupotmmsadecv.org
1237,526cea97-76d4-4af2-a0d0-12ce3eaac6f1,Ceyoniq AG,1960-03-17,Germany,15,,215-160-8884,hr@ceyoniqag.org
1238,19cacb5f-faba-4938-83b0-2a119deb79cd,"Gruma, S.A. de C.V.",1990-01-04,Mexico,14,,937-878-5838,marketing@grumasadecv.org
1239,db6ee90a-3b1d-4226-9422-c6b02cca7c04,Starfield Resources Inc.,1987-01-03,Canada,43,,462-460-5674,contact@starfieldresourcesinc.org
1240,276e19c6-6ca8-4fad-8836-c43570bf4544,E*Comnetrix Inc.,1976-08-13,Canada,34,,403-351-5671,enquiries@ecomnetrixinc.org
1241,fe352e13-6770-430e-bf5e-beb8fccc070e,Indigo N.V.,1977-07-31,Neth. Antilles,29,,384-147-8166,sales@indigonv.org
1242,0361a4fe-d6cc-450d-96f7-c792bd68ab16,CRH plc,1962-04-10,Ireland,41,,984-475-9412,reach@crhplc.org
1243,b751b210-a83d-45c8-ac3b-1672e7597677,Quilmes Industrial Quinsa S.A.,1987-01-27,Luxembourg,16,,164-295-9407,enquiries@quilmesindustrialquinsasa.org
1244,1d76f97e-2753-4631-8739-6e2cc5a8f4d9,Tranz Rail Holdings Ltd.,1972-02-24,New Zealand,37,,751-286-8301,contact@tranzrailholdingsltd.org
1245,864ce28b-3e45-4017-83b8-8ae53472c3b7,Leitch Technology Corp.,1973-01-02,Canada,34,,457-725-0426,reach@leitchtechnologycorp.org
1246,d0396725-78c0-4510-9d9e-2f94fecec165,Kookmin Bank,1976-01-12,Korea,29,,495-033-5561,reach@kookminbank.org
1247,3a2d0a47-07f5-4220-a7b1-6b8ffcb35623,3DLabs Inc. Ltd.,1992-07-07,Bermuda,17,,762-836-2816,reach@3dlabsincltd.org
1248,e02cd281-e901-4fdd-af91-8e95184dc538,Autonomy Corp plc,1979-07-16,United Kingdom,38,,525-037-4415,marketing@autonomycorpplc.org
1249,133cc3b1-eff6-4f94-bd92-d2b1ed03ecd4,Pacific Internet Ltd.,1965-08-31,Singapore,12,,753-253-1741,reach@pacificinternetltd.org
1250,b4c9bd26-3640-476d-9815-5711eeab2cbf,PetroChina Co. Ltd.,1962-07-30,China,28,,103-886-8252,reach@petrochinacoltd.org
1251,03025735-3060-44d6-9609-f8e63b61fa09,Zemex Corp.,1987-03-08,Canada,33,,719-274-0343,contact@zemexcorp.org
1252,db47cc02-9f7d-41ea-bccc-9f88437f9a87,Kappa Beheer B.V.,1976-09-07,Netherlands,21,,978-142-3233,reach@kappabeheerbv.org
1253,025833ce-c729-49ec-bcba-5df44e39e629,Hanson plc,1970-10-30,United Kingdom,16,,427-301-1657,reach@hansonplc.org
1254,832516a1-1e42-4019-90aa-d529c837d322,CP Ships Ltd.,1983-11-18,Canada,47,,501-230-7545,marketing@cpshipsltd.org
1255,8a3b6848-86bd-498d-8bf0-0f3a19dca698,Vodafone Group plc,1985-07-17,United Kingdom,26,,202-475-2032,reach@vodafonegroupplc.org
1256,3f8c46eb-ad48-4e67-85a2-702b4b5d55c9,Espirito Santo Centrais Eletricas S.A. - Escelsa,1973-04-24,Brazil,6,,516-390-2694,headquarters@espiritosantocentraiseletricassaescelsa.org
1257,bec4d295-7f87-4fa8-b5a4-33c4cf4ed00a,Endesa S.A.,1966-12-10,Spain,9,,604-839-3021,enquiries@endesasa.org
1258,b2205946-d17d-40e7-affe-31ee9b71f947,Petroleo Brasileiro S.A. - Petrobras,1971-04-04,Brazil,19,,956-770-0753,info@petroleobrasileirosapetrobras.org
1259,f114590e-b2cd-4975-9f9c-6eaf32f8fbb0,QSound Labs Inc.,1964-07-18,Canada,11,,161-418-6901,headquarters@qsoundlabsinc.org
1260,22e8b211-1c15-4ff9-abb4-2a598b61a876,Deutsche Bank Aktiengesellschaft,1974-02-16,Germany,17,,573-409-4736,reach@deutschebankaktiengesellschaft.org
1261,7cc11649-842d-40a0-bf6d-ea430606e486,Husky Energy Inc.,1987-02-13,Canada,50,,966-335-9667,hr@huskyenergyinc.org
1262,8e396296-03a8-49dc-8e10-61dc582452ec,Kafus Industries Ltd.,1989-05-16,Canada,32,,910-513-4296,sales@kafusindustriesltd.org
1263,6385bc41-a0fd-4e4b-ba73-55ce22763b87,Russel Metals Inc.,1971-09-30,Canada,13,,290-276-6126,headquarters@russelmetalsinc.org
1264,95822b82-ebd2-4320-9595-dc53f2cbf737,Dolphin Telecom plc,1982-07-25,United Kingdom,28,,770-226-8988,sales@dolphintelecomplc.org
1265,eb12321f-b52f-447c-8129-fba3b05bff8c,VI Group plc,1974-12-11,United Kingdom,7,,165-565-9554,reach@vigroupplc.org
1266,5b9678b6-7f2d-4e83-8657-a2b93dade70b,Dr. Reddy's Laboratories Ltd.,1969-03-20,India,21,,264-186-5157,headquarters@drreddyslaboratoriesltd.org
1267,e19cfa9e-53c0-4798-aa1f-0c4cfe14cb38,Macronix International Co.,1978-10-20,Taiwan,26,,512-145-7832,info@macronixinternationalco.org
1268,ea4cb47f-8c9d-4a66-89c8-1fd8622c19e7,"Sierra Wireless, Inc.",1977-12-25,Canada,12,,572-480-2458,marketing@sierrawirelessinc.org
1269,97e55e04-546c-4eea-8e49-cf9cf60e0515,Consolidated Trillion Resources Ltd.,1984-09-04,Canada,37,,363-581-1446,headquarters@consolidatedtrillionresourcesltd.org
1270,e4144dd2-ba32-4111-bd49-c204a426d7f2,"Grupo Casa Saba, S.A. de C.V.",1963-11-08,Mexico,21,,868-505-3531,hr@grupocasasabasadecv.org
1271,dc5ff5c1-3951-4d3e-bb6b-89bd14b136f0,ARC Energy Trust,1974-03-16,Canada,45,,204-230-1602,reach@arcenergytrust.org
1272,def61c53-74b6-406e-9a99-caebe81c0848,Siderca S.A.I.C.,1992-06-03,Argentina,37,,161-014-4166,headquarters@sidercasaic.org
1273,be8c94a5-c96e-4244-90e3-41ddbe5a72e0,Enterprise Oil plc,1960-09-05,United Kingdom,40,,728-589-5399,contact@enterpriseoilplc.org
1274,e4969536-e0e8-4e00-8ce5-4da22e96825d,Spectrum Signal Processing Inc.,1974-12-30,Canada,14,,680-520-4392,hr@spectrumsignalprocessinginc.org
1275,8418aead-ee5b-40ea-bc20-6017ea195e4e,Household Financial Corp. Ltd.,1977-02-15,Canada,9,,675-182-9041,reach@householdfinancialcorpltd.org
1276,38439777-1cc1-4892-b760-18886c709c33,ICICI Bank Ltd.,1996-09-30,India,14,,544-273-1090,reach@icicibankltd.org
1277,6d6f746a-044c-45da-b04c-9b9b47816e43,Crucell N.V.,1977-01-17,Netherlands,20,,796-703-0226,marketing@crucellnv.org
1278,ac92cea2-3000-4775-89ed-4f8b8af122fd,City Telecom (H.K.) Ltd.,1972-03-28,Hong Kong,10,,734-355-4502,reach@citytelecomhkltd.org
1279,3c06950e-97f3-4e24-8e54-aed1685569d8,Four Seasons Hotels Inc.,1971-12-11,Canada,46,,372-014-3730,reach@fourseasonshotelsinc.org
1280,f6d0a4f7-b85c-40dc-873c-64f3f454be1d,Cambior Inc.,1993-07-14,Canada,8,,529-015-7805,reach@cambiorinc.org
1281,5c118481-13f3-4191-ba82-6137b5eb4bc0,BBVA Banco Frances S.A.,1981-07-29,Argentina,19,,178-833-1391,headquarters@bbvabancofrancessa.org
1282,1e38cdfa-4b91-4ca0-87f8-e8a5ae3e9a1c,Gensci Regeneration Sciences Inc.,1983-12-20,Canada,25,,783-135-3370,marketing@gensciregenerationsciencesinc.org
1283,51f8d1ed-5aab-4f7e-a8de-6f73dac4da58,Air Canada,1988-11-12,Canada,40,,395-138-5283,marketing@aircanada.org
1284,3e0dd497-339b-43c1-afae-b17afc26737b,Lafarge,1967-06-06,France,27,,917-118-1845,info@lafarge.org
1285,adb4dd59-c01d-49a4-9278-05e1880fa0a2,Tembec Industries Inc.,1970-05-16,Canada,22,,157-183-3702,enquiries@tembecindustriesinc.org
1286,f1bed5f4-54be-4eb5-a3cd-229d136cc4ce,Oncolytics Biotech Inc.,1976-08-30,Canada,34,,302-726-1664,hr@oncolyticsbiotechinc.org
1287,43093343-7ce5-4036-b3a1-dd433647f001,Camflo Resources Ltd.,1978-07-21,Canada,18,,709-858-1303,info@camfloresourcesltd.org
1288,70d7f0ad-5ca3-42af-bde2-f134296cca6c,International Briquettes Holding,1970-01-01,Cayman Islands,5,,250-799-6648,headquarters@internationalbriquettesholding.org
1289,7b422d8b-51e4-4b4d-a8d7-7752ddc9cacd,Talisman Enterprise Inc.,1972-01-18,Canada,22,,681-542-7705,sales@talismanenterpriseinc.org
1290,932ef30d-5ad0-49d0-87b4-cad09b88f167,Moore Corp. Ltd.,1983-05-24,Canada,28,,526-722-9523,sales@moorecorpltd.org
1291,3d27633e-4dce-412e-8643-e249a74abbce,Enterra Energy Corp.,1970-12-26,Canada,48,,319-439-5943,reach@enterraenergycorp.org
1292,9968915a-b19c-49f9-9e8c-0ca5ad8b3f75,Falconbridge Ltd.,1988-09-30,Canada,39,,320-253-6759,marketing@falconbridgeltd.org
1293,1c2bd2e5-5ee5-4c42-a5f4-8fbf8fba4a45,E-digital Corp.,1962-09-14,Canada,14,,544-810-2633,headquarters@edigitalcorp.org
1294,0bb07c85-94bc-4661-be4e-a1ede02a1736,IWI Holding Ltd.,1960-12-20,British Virgin Islands,50,,485-451-6875,marketing@iwiholdingltd.org
1295,1401af6a-f2f1-4680-8d8b-b45a1c224213,Viryanet Ltd.,1992-03-23,Israel,7,,916-386-0348,enquiries@viryanetltd.org
1296,83bb2332-9df5-4069-8969-03163e3d5a4d,Stressgen Biotechnologies Corp.,1992-12-03,Canada,32,,637-082-8859,contact@stressgenbiotechnologiescorp.org
1297,fe352e13-6770-430e-bf5e-beb8fccc070e,Indigo N.V.,1982-11-26,Neth. Antilles,24,,384-147-8166,marketing@indigonv.org
1298,ecea4adc-fde7-4d36-bc38-29b373d8459f,DynaMotive Energy Systems Corp.,1979-03-10,Canada,25,,577-260-5548,reach@dynamotiveenergysystemscorp.org
1299,eea1ed35-2a30-40ba-82f2-7cca0b47c832,Asiacontent.com Ltd.,1974-03-31,British Virgin Islands,34,,147-622-1220,sales@asiacontentcomltd.org
1300,916f5d1e-ac41-48c8-80a4-77fe9bfebcf3,Merant plc,1990-03-10,United Kingdom,6,,284-567-5411,marketing@merantplc.org
1301,42469de2-514c-42a8-8849-aad6d640ae95,VoiceIQ Inc.,1973-09-10,Canada,49,,955-495-7765,headquarters@voiceiqinc.org
1302,bcca8f68-4e9e-4857-9277-d2438eb49c11,Coniagas Resources Ltd,1975-06-24,Canada,42,,350-192-2520,contact@coniagasresourcesltd.org
1303,7a72c653-10d6-4cd5-82ed-fdbf14f38a34,BanColombia S.A.,1989-07-28,Colombia,29,,356-065-5148,hr@bancolombiasa.org
1304,f82e07ad-bbe8-4682-ab9a-3c4dd72fd455,Yellow Pages Ltd.,1988-06-06,Netherlands,5,,868-082-0939,headquarters@yellowpagesltd.org
1305,eedd4bf3-fa37-4f24-b1ed-312ac1c781eb,Polymet Mining Corp.,1994-11-11,Canada,32,,131-029-6059,hr@polymetminingcorp.org
1306,bd07b0af-aca4-4985-8159-945a8e24cee6,Crystallex International Corp.,1979-09-08,Canada,27,,671-034-3321,enquiries@crystallexinternationalcorp.org
1307,df931925-a430-4072-8984-89e92d3ce002,Telecom Italia S.p.A.,1978-08-10,Italy,25,,865-506-0971,enquiries@telecomitaliaspa.org
1308,780e7c78-1421-4285-aac8-a11fbaba2252,Ipsco Inc.,1985-07-24,Canada,20,,897-600-3074,reach@ipscoinc.org
1309,9318f8a5-3914-44f1-9e50-cb16501bcfb9,Sunday Communications Ltd.,1966-11-19,Cayman Islands,12,,309-266-8157,reach@sundaycommunicationsltd.org
1310,891fa772-fe74-432a-ad0e-435628edfd6f,Blue Square - Israel Ltd.,1987-02-12,Israel,48,,848-161-5539,info@bluesquareisraelltd.org
1311,7f3e7770-753e-46d7-a89e-53bed718ad54,Lion Bioscience Aktiengesellschaft,1989-06-04,Germany,22,,243-109-2457,marketing@lionbioscienceaktiengesellschaft.org
1312,fbde3759-6585-4d3d-9be2-f9d08d646816,Consortium G Dina Group S.A. de C.V.,1967-01-14,Mexico,10,,813-639-7132,hr@consortiumgdinagroupsadecv.org
1313,2778e65a-55a2-4d44-8c36-4353815fa1f2,Gilat Satellite Networks Ltd.,1983-12-27,Israel,8,,525-476-0025,hr@gilatsatellitenetworksltd.org
1314,f6b3be10-cb90-4032-a251-ac21dfe3cfce,Fletcher Building Ltd.,1961-05-06,New Zealand,8,,968-034-9576,reach@fletcherbuildingltd.org
1315,ec9146ee-9d27-4064-9b28-2342e129dadc,BT Group plc,1988-07-05,United Kingdom,20,,951-464-1767,contact@btgroupplc.org
1316,6c1ad318-f28f-4e4a-8eb0-a49adb07c452,Leica Geosystems Finance plc,1996-12-05,United Kingdom,18,,276-505-5888,contact@leicageosystemsfinanceplc.org
1317,59c5fb65-8763-44ba-bcb3-865ee5386157,CNOOC Ltd.,1986-10-26,Hong Kong,41,,508-449-5224,marketing@cnoocltd.org
1318,73b0a776-4c54-40a3-8caf-396862ceff87,Portrush Petroleum Corp.,1979-08-06,Canada,10,,796-317-2440,hr@portrushpetroleumcorp.org
1319,b2205946-d17d-40e7-affe-31ee9b71f947,Petroleo Brasileiro S.A. - Petrobras,1964-11-10,Brazil,26,,956-770-0753,marketing@petroleobrasileirosapetrobras.org
1320,4f0a49e9-2751-42a7-868b-eb3c4c393a8d,GT Group Telecom Inc.,1991-07-09,Canada,26,,423-327-2500,marketing@gtgrouptelecominc.org
1321,4f9eb21a-d2cf-45cc-adcb-92c872746c1a,GSI Lumonics Inc.,1988-04-11,Canada,43,,956-376-4028,contact@gsilumonicsinc.org
1322,9aba6f11-01a9-4bf8-8c26-d584ced71000,Franklin Lake Resources Ltd.,1972-05-11,Canada,43,,468-375-3827,marketing@franklinlakeresourcesltd.org
1323,37315b73-db0c-4ca9-bc53-b5e02927931f,Formula Systems (1985) Ltd.,1978-11-27,Israel,6,,400-791-9950,info@formulasystems1985ltd.org
1324,ac92cea2-3000-4775-89ed-4f8b8af122fd,City Telecom (H.K.) Ltd.,1995-11-23,Hong Kong,44,,734-355-4502,headquarters@citytelecomhkltd.org
1325,c9adddad-572a-47d6-9d95-1546673cf019,Clondalkin Industries plc,1985-01-31,Ireland,13,,453-800-5049,hr@clondalkinindustriesplc.org
1326,655c46b4-f7be-483b-a694-1020d1545bea,Novel Denim Holdings Ltd.,1982-11-28,British Virgin Islands,36,,172-555-8398,info@noveldenimholdingsltd.org
1327,65b47e86-9e47-4b58-be74-e76e74c48b42,Fantom Technologies Inc.,1970-05-13,Canada,49,,195-075-6438,contact@fantomtechnologiesinc.org
1328,5a1cc8aa-8001-4bc3-bf82-30e16d4607ea,Polska Telefonia Cyfrowa Sp Z o o.,1966-09-04,Poland,17,,824-384-4757,enquiries@polskatelefoniacyfrowaspzoo.org
1329,ecb2e0e1-3779-4530-895e-5689792e7d7e,Polyair Inter Pack Inc.,1988-11-30,Canada,45,,761-081-7317,hr@polyairinterpackinc.org
1330,93b55aeb-eaa3-40e0-8620-0070576725f0,TTI Team Telecom International Ltd.,1974-11-10,Israel,41,,982-273-7195,info@ttiteamtelecominternationalltd.org
1331,b83c14b9-6f8b-4a65-9c96-8a82c1f7c32b,Equant N.V.,1986-01-10,Netherlands,31,,156-874-5685,info@equantnv.org
1332,c65105b7-201b-4b4e-bcb0-8f9fcf0e05cf,Converium Holding AG,1997-01-09,Switzerland,21,,884-432-1321,contact@converiumholdingag.org
1333,a97df15c-d709-4b89-9fcd-3dac9bc433a8,P.T. Indonesian Satellite Corp. Tbk,1970-10-26,Indonesia,37,,784-317-8176,sales@ptindonesiansatellitecorptbk.org
1334,13dfe8bb-92d8-496a-9b7a-9e6a36e6e5b7,BP plc,1988-10-07,United Kingdom,20,,950-719-5890,info@bpplc.org
1335,54193d21-a480-4f99-841c-48e5b9b13a31,Benetton Group S.p.A.,1977-06-29,Italy,36,,878-460-5212,info@benettongroupspa.org
1336,db47cc02-9f7d-41ea-bccc-9f88437f9a87,Kappa Beheer B.V.,1990-09-19,Netherlands,21,,978-142-3233,enquiries@kappabeheerbv.org
1337,ccd9c49f-1f5d-4223-8e5a-adcd6d71314a,Corel Corp.,1980-08-11,Canada,39,,779-002-3524,info@corelcorp.org
1338,ddb6d064-3e6e-4271-8aba-2c6005126016,Scoot.com plc,1972-03-22,United Kingdom,24,,855-637-4913,headquarters@scootcomplc.org
1339,891fa772-fe74-432a-ad0e-435628edfd6f,Blue Square - Israel Ltd.,1973-09-30,Israel,26,,848-161-5539,reach@bluesquareisraelltd.org
1340,bc083c2c-56fd-4309-8faa-3025ac9d9081,Axcan Pharma Inc.,1969-04-13,Canada,27,,389-540-4074,hr@axcanpharmainc.org
1341,b4e16e8e-424e-4afc-a06f-026083ab77a8,TDL Infomedia Group plc,1966-04-04,United Kingdom,29,,507-839-0049,enquiries@tdlinfomediagroupplc.org
1342,1d9e8d01-1ec0-4865-b1e8-7907acc3526f,"Cemex, S.A. de C.V.",1972-10-02,Mexico,47,,202-367-4029,headquarters@cemexsadecv.org
1343,2894659a-22e8-4abc-a9d9-dc3a947d3d9d,Trans-Orient Petroleum Inc.,1993-08-02,Canada,45,,568-002-6837,info@transorientpetroleuminc.org
