registeration number,name,establied date,country,number of employes,purpose,phone number,email
1caecb21-0a9d-4820-a37d-e09389c5eccb,Deswell Industries Inc.,11/22/1967,British Virgin Islands,29,,802-790-3902,hr@deswellindustriesinc.org
fba36fb9-2881-4023-8a8f-5179eacf9e92,Orient-Express Hotels Ltd.,9/2/1981,Bermuda,17,,185-050-3018,marketing@orientexpresshotelsltd.org
72ef23f0-d192-451c-9477-1f4e24bf848d,Pechiney,3/26/1978,France,20,,995-474-9277,sales@pechiney.org
e74f29c5-6fd0-4d7d-9019-e0f99fc30ab3,"Receptagen, Ltd.",5/3/1978,Canada,10,,800-264-6804,marketing@receptagenltd.org
5e47df3d-7276-4fa3-b578-0a14043c4b4a,IMA Exploration Inc.,6/19/1985,Canada,37,,737-852-6337,info@imaexplorationinc.org
df12739d-47c0-4601-b41f-8ab539d51486,Willis Group Holdings Ltd.,4/29/1964,Bermuda,17,,381-643-3570,marketing@willisgroupholdingsltd.org
25861176-15bc-4dba-ba82-87925108ca19,Concordia Bus AB,5/7/1982,Sweden,41,,112-750-1915,hr@concordiabusab.org
b32f52dc-e91f-498b-8964-89483daf3567,Buffalo Diamonds Ltd.,11/21/1964,Canada,40,,715-787-1863,enquiries@buffalodiamondsltd.org
14422a30-b1c5-451d-9bfa-b0fda44f6711,San Antonios Resources Inc.,11/16/1968,Canada,40,,663-598-3524,enquiries@sanantoniosresourcesinc.org
55af756b-5a62-474c-9d03-41c9fec7a8f8,FirstService Corp.,11/6/1981,Canada,15,,548-446-0930,contact@firstservicecorp.org
a7b78520-2df5-47ce-b9d2-694ff882a39a,"Mad Catz Interactive, Inc.",3/9/1979,Canada,37,,457-883-2032,enquiries@madcatzinteractiveinc.org
be41cc43-c721-4e4b-abee-94eef989b9e7,Chinadotcom Corp.,8/3/1980,Cayman Islands,41,,910-308-4533,hr@chinadotcomcorp.org
38e32a5b-caba-4fb8-bf2e-25aab869d177,Sideware Systems Inc.,8/10/1969,Canada,24,,162-487-6405,contact@sidewaresystemsinc.org
79ce5bdd-5e07-4aaf-afce-c2d3e8e649ff,Carmel Container Systems Ltd.,11/30/1983,Israel,10,,759-724-1964,headquarters@carmelcontainersystemsltd.org
a64d9192-ee86-431b-9170-c3c6734452c3,Waterford Wedgwood UK plc,2/3/1989,United Kingdom,17,,202-655-1696,hr@waterfordwedgwoodukplc.org
6faaf9fc-4960-4a7b-8b2d-84db11b54760,Marconi plc,10/23/1977,United Kingdom,14,,786-296-1005,reach@marconiplc.org
d04eeffc-2d59-4823-b703-22cfdcc44ff4,Universal Domains Inc.,6/27/1988,Canada,22,,931-411-7835,contact@universaldomainsinc.org
6e8c7bad-f306-4793-ab04-1e8faa276d26,Corus Entertainment Inc.,9/10/1986,Canada,49,,529-476-5999,marketing@corusentertainmentinc.org
8f16830e-b6a4-44c7-8df4-027bb43830f7,Triant Technologies Inc.,10/28/1988,Canada,8,,450-731-7191,hr@trianttechnologiesinc.org
8235535e-0873-43ef-91ca-879383cf8377,Mirtronics Inc.,8/25/1981,Canada,13,,556-124-9965,marketing@mirtronicsinc.org
34e6a2ec-59e8-4a54-81c5-a9a826d1bbee,Silverado Gold Mines Ltd.,6/29/1964,Canada,16,,243-011-9217,reach@silveradogoldminesltd.org
4fa6ee2a-cd17-49d5-ab47-5273869fba22,Transco plc,2/18/1987,United Kingdom,35,,622-244-2533,reach@transcoplc.org
426e0c30-2e64-4ed6-a3b4-96bfd7ed1860,Acindar Industria Argentina de Aceros S.A.,1/2/1984,Argentina,27,,621-312-5768,hr@acindarindustriaargentinadeacerossa.org
1ba3c258-98b0-4697-b028-73a8d7723636,Pcom AG,2/2/1992,Germany,45,,576-685-9340,reach@pcomag.org
03577815-1526-4019-be95-01f6785bd8f3,Orbotech Ltd.,8/22/1970,Israel,7,,856-402-7988,reach@orbotechltd.org
c39dd00c-b93a-4f8f-b2d0-002e74a1e333,Astris Energi Inc.,9/6/1994,Canada,49,,356-620-5132,info@astrisenergiinc.org
a9ac7a60-f342-4c36-aba7-ed53509bb656,Exfo Electro-Optical Engineering Inc.,7/17/1987,Canada,42,,906-872-2296,sales@exfoelectroopticalengineeringinc.org
1c2e1d51-15f0-4a9f-a0b3-4d8d9d4fe7c3,Innogy Holdings plc,8/15/1966,United Kingdom,47,,679-711-5741,info@innogyholdingsplc.org
8bc6ca83-2b89-4b4b-a128-d5e6561d435d,Great Basin Gold Ltd.,3/16/1996,Canada,9,,619-031-3515,sales@greatbasingoldltd.org
6de4c40c-1ef8-4e1f-ba84-7cfdd1902bda,Frisco Bay Industries Ltd.,12/24/1987,Canada,24,,647-027-9439,marketing@friscobayindustriesltd.org
f4ef0086-ec64-4531-9a7b-20a26680ea42,Petro-Canada,3/31/1993,Canada,31,,507-219-0964,reach@petrocanada.org
4776f48f-03ff-4d9a-9b38-83b1c81a83fd,America Mineral Fields Inc.,3/12/1982,Canada,42,,123-494-8267,hr@americamineralfieldsinc.org
2d79dd63-b429-4615-bb53-8a0d33fae955,Gildan Activeware Inc.,5/3/1989,Canada,24,,117-009-9277,contact@gildanactivewareinc.org
5ad5f65a-4601-42c0-a736-c23f95881abe,China Mobile (Hong Kong) Ltd.,4/14/1981,Hong Kong,44,,836-090-8645,enquiries@chinamobilehongkongltd.org
89f99690-ab95-4b16-bbc1-1979c2d59b48,Polska Telefonia Cyfrowa Sp Z o o.,2/15/1995,Poland,9,,509-664-4948,hr@polskatelefoniacyfrowaspzoo.org
4b54fc50-4653-4aa1-a72c-031cd7305cfa,Terra Networks S.A.,3/16/1989,Spain,11,,943-876-3016,enquiries@terranetworkssa.org
daa7564a-59d8-49d6-a9e9-ba1ae032108b,Westcoast Energy Inc.,5/12/1989,Canada,28,,999-365-1293,headquarters@westcoastenergyinc.org
480e3909-4331-46a1-9040-93547d7192ad,Mitsui Sumitomo Insurance Co. Ltd.,3/9/1970,Japan,35,,628-273-5709,reach@mitsuisumitomoinsurancecoltd.org
26d7431e-f72f-4428-898c-19e222d9121b,Vancan Capital Corp.,5/2/1996,Canada,15,,838-269-7328,headquarters@vancancapitalcorp.org
f398adb5-0371-47cf-b87e-19f23e4f5b43,Companhia Brasileira de Distribuicao,6/23/1969,Brazil,38,,247-786-3795,marketing@companhiabrasileiradedistribuicao.org
632215eb-8bf8-4d2e-bd60-d8fe9c89c6db,Nur Macroprinters Ltd.,9/19/1973,Israel,45,,122-874-7348,reach@nurmacroprintersltd.org
5dad937a-ca05-4ff3-98e4-f4be777aa5f7,Qiagen N.V.,9/15/1992,Netherlands,45,,511-400-6183,reach@qiagennv.org
6f8ce4b9-203a-4386-82dd-f9020466fc71,Ashanti Goldfields Co. Ltd.,1/8/1967,Ghana,11,,301-025-4072,info@ashantigoldfieldscoltd.org
35648289-f854-4b8e-8f16-b26769551a26,Petsec Energy Ltd.,10/13/1990,Australia,48,,230-613-3704,info@petsecenergyltd.org
e074c056-0403-485a-adb5-1900fa979792,Biovail Corporation,9/20/1979,Canada,27,,831-282-0367,enquiries@biovailcorporation.org
9c683af6-8bad-436f-9859-6d506e811cb9,Smartlogik Group plc,2/16/1965,United Kingdom,26,,906-605-5358,contact@smartlogikgroupplc.org
bf069649-1d15-4c81-8081-b4577fc58387,SK Telecom Corp.,7/20/1977,Korea,33,,545-063-1811,hr@sktelecomcorp.org
0d3fe3ae-0c32-4e94-acc0-bc00c07b5ad2,Royal Ahold Ltd. - Koninklijke Ahold N.V.,11/24/1970,Netherlands,27,,110-711-4231,sales@royalaholdltdkoninklijkeaholdnv.org
e1b13b88-9b2f-4ed3-ae2d-94402abe343a,Legrand,3/2/1989,France,41,,113-255-6784,reach@legrand.org
4c19aa78-8bb2-4618-984e-21885cc57173,China Enterprises Ltd.,6/12/1989,Bermuda,21,,278-074-9627,headquarters@chinaenterprisesltd.org
77b9cad7-6c24-4350-84a5-d136ddaad0a6,CSR Ltd.,2/20/1993,Australia,10,,313-550-4504,hr@csrltd.org
4a0d0dde-68ae-412a-b952-2cf09da80308,Credicorp,11/20/1986,Bermuda,20,,192-105-6407,info@credicorp.org
9c058e28-231e-44bb-89dc-13976668c0f1,Elbit Medical Imaging Ltd.,8/28/1995,Israel,19,,453-229-6941,enquiries@elbitmedicalimagingltd.org
e74f29c5-6fd0-4d7d-9019-e0f99fc30ab3,"Receptagen, Ltd.",5/10/1980,Canada,34,,800-264-6804,reach@receptagenltd.org
57abd20b-e1cc-48b2-af99-1ff428528834,Kookmin Bank,12/25/1964,Korea,40,,536-557-1909,enquiries@kookminbank.org
2d31db2c-3483-41f6-8fd3-583644768968,Internacional de Ceramica S.A. de C.V.,1/11/1996,Mexico,32,,369-389-2721,marketing@internacionaldeceramicasadecv.org
08e388a3-1918-47fe-a560-f5773e2fa8d7,Transportadora de Gas del Sur S.A.,10/6/1993,Argentina,9,,960-453-5762,marketing@transportadoradegasdelsursa.org
5cbba52f-26fd-476a-9fdc-213196947e9a,Controladora Comercial Mexicana S.A. de C.V.,8/18/1969,Mexico,29,,901-645-1009,info@controladoracomercialmexicanasadecv.org
668c13fc-157a-42d6-9701-1b746de6a7c0,International Uranium Corp.,1/17/1971,Canada,34,,872-767-5031,reach@internationaluraniumcorp.org
095e3be3-f58f-4df3-8f83-99d4cb5476c4,TDC A/S,12/1/1960,Denmark,32,,930-098-5684,marketing@tdcas.org
22a44a5d-d6a0-4350-ae88-dc0848df5879,Teleglobe Inc.,12/12/1960,Canada,24,,145-237-7731,sales@teleglobeinc.org
46a2f15c-f3a5-4264-92c1-e1c28803a3c4,Canadian Zinc Corp.,2/26/1971,Canada,39,,839-484-1226,reach@canadianzinccorp.org
f4ef0086-ec64-4531-9a7b-20a26680ea42,Petro-Canada,6/25/1981,Canada,37,,507-219-0964,headquarters@petrocanada.org
0fae1c7c-266c-4c00-a62c-6fd0094c4b69,"America Movil, S.A. de C.V.",11/6/1973,Mexico,21,,194-219-2777,info@americamovilsadecv.org
e48f4632-6ded-42b9-911f-63c024f30ee2,James Hardie Industries N.V.,6/21/1960,Netherlands,32,,307-166-6420,info@jameshardieindustriesnv.org
0e83a8d8-b870-4565-b4c5-bdae05f42730,Tele Celular Sul Participacoes S.A.,7/24/1966,Brazil,32,,667-875-8361,info@telecelularsulparticipacoessa.org
ab39abff-0b7d-483d-9fa2-dcf1afc260f6,Radcom Ltd.,7/17/1979,Israel,12,,472-258-8545,headquarters@radcomltd.org
d2eea8bc-bb91-4738-8c41-b4b4b93168eb,Normandy Yandal Operations Ltd.,7/18/1978,Australia,21,,129-083-2348,headquarters@normandyyandaloperationsltd.org
cf13b42a-2304-42f4-a4b8-6763af7ca5f0,Deutsche Telekom AG,5/10/1974,Germany,35,,842-113-2032,marketing@deutschetelekomag.org
46a2f15c-f3a5-4264-92c1-e1c28803a3c4,Canadian Zinc Corp.,6/23/1979,Canada,33,,839-484-1226,hr@canadianzinccorp.org
f063ef44-b173-4479-965e-6b2fdd8c88be,Methanex Corp.,9/11/1973,Canada,14,,824-692-2493,hr@methanexcorp.org
e91f17f9-014c-42a5-99fb-cdcb4549281c,Leader Mining International Inc.,3/10/1981,Canada,23,,481-135-0099,reach@leadermininginternationalinc.org
02895057-1d61-4576-a475-9e9ad28024d4,ID Biomedical Corp.,4/11/1966,Canada,38,,118-870-8437,marketing@idbiomedicalcorp.org
0d13b91b-ff23-4fb4-bf2f-e180b46bb83f,LVMH Moet-Hennessy Louis Vuitton,11/26/1973,France,37,,439-222-4386,hr@lvmhmoethennessylouisvuitton.org
bb958bd0-5f24-4346-80f3-6615a1ebfd59,Forbes Medi-Tech Inc.,5/8/1961,Canada,33,,502-154-4493,enquiries@forbesmeditechinc.org
94ebb942-83d6-4659-9077-2e1925b3ef8f,Crystal Graphite Corp.,1/28/1971,Canada,22,,221-537-3903,headquarters@crystalgraphitecorp.org
42e4ac17-9d84-42c3-90bd-2640b7eb5d85,Robomatix Technologies Ltd.,10/15/1970,Israel,33,,852-095-8388,reach@robomatixtechnologiesltd.org
575fda12-33f2-4c28-88e2-179f1a16a021,Resource Finance & Investments Ltd.,11/21/1966,Canada,7,,372-329-6115,enquiries@resourcefinanceinvestmentsltd.org
4bacb6db-386b-4b0b-bed7-b5372c13f079,SBS Broadcasting S.A.,5/16/1971,Luxembourg,46,,691-802-7391,sales@sbsbroadcastingsa.org
078c501a-a364-4d04-9d69-8258c4499d3e,Siderca S.A.I.C.,5/2/1985,Argentina,18,,592-046-5072,headquarters@sidercasaic.org
ee92f8eb-aa6b-455f-92dd-79d4ec5f04a4,Carmanah Technologies Corp.,8/1/1976,Canada,6,,946-542-7130,reach@carmanahtechnologiescorp.org
26f9ee9e-cc29-4602-9ff0-88db01f15bcb,TDL Infomedia Group plc,5/2/1969,United Kingdom,48,,125-202-8542,enquiries@tdlinfomediagroupplc.org
7c5cd4c6-f14e-4dda-ab19-76eaa19567f0,CityView Corp Ltd.,10/1/1973,Australia,14,,972-735-5500,sales@cityviewcorpltd.org
0d8ae0ae-33fd-4b4b-9599-d684f9108d56,Acambis plc,8/16/1992,United Kingdom,43,,573-216-4132,marketing@acambisplc.org
7c5cd4c6-f14e-4dda-ab19-76eaa19567f0,CityView Corp Ltd.,1/1/1981,Australia,16,,972-735-5500,info@cityviewcorpltd.org
2e7eb685-16af-4adb-a7cd-04f1cc875647,Etablissements Delhaize Freres & Cie - Le Lion,10/17/1963,Belgium,5,,406-241-9391,sales@etablissementsdelhaizefrerescielelion.org
ebbe8ed5-e5d3-4284-944b-a54c0e3e1eba,Intier Automotive Inc.,7/1/1979,Canada,38,,246-028-4931,reach@intierautomotiveinc.org
93fdc6b8-78fe-4c3d-8b7a-47b8c24a3f30,Vimpel Communications,4/27/1964,Russia,35,,373-887-2054,reach@vimpelcommunications.org
bf767842-e941-4128-a8d3-1ceec26c020e,W.P. Stewart & Co. Ltd.,12/30/1963,Bermuda,37,,584-799-1658,reach@wpstewartcoltd.org
6ad5b57c-3de1-4493-aff6-bdca3e363702,Banco Rio de la Plata S.A.,12/20/1972,Argentina,41,,567-274-2659,headquarters@bancoriodelaplatasa.org
549ce5f5-2208-49b3-874f-a2a0a64a3853,British Airways plc,12/8/1975,United Kingdom,33,,773-117-2226,headquarters@britishairwaysplc.org
41496be6-1668-47f2-b28c-6c61c079daef,De Rigo S.p.A.,12/8/1992,Italy,42,,725-113-9511,reach@derigospa.org
1a8c340a-c2f4-457d-ac91-4ceb63ba34f8,"Advanced Semiconductor Engineering, Inc.",8/6/1991,Taiwan,36,,990-090-2059,sales@advancedsemiconductorengineeringinc.org
52d824fa-6820-4419-be89-771afa94fb00,MIH Ltd.,2/23/1981,British Virgin Islands,25,,685-305-0159,marketing@mihltd.org
763ad8bf-8cd9-40d1-b236-07a4d5c14420,Euro Disney S.C.A.,6/1/1988,France,24,,357-852-0293,contact@eurodisneysca.org
472f4f01-ab79-414a-8377-ab32ac964210,Silicom Ltd.,10/4/1976,Israel,43,,814-411-6104,hr@silicomltd.org
5ef33c1c-0aad-4d6e-8c61-cb4ac4c125ca,Arcadis N.V.,11/24/1978,Netherlands,22,,172-015-4515,enquiries@arcadisnv.org
